sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
125011585,3441,276,59,1147,575,642,73,833,0.08020924149956409,0.017146178436501017,0.3333333333333333,0.16710258645742518,0.24208079046788725,0.4306887532693984
125011586,9280,1048,199,3392,1539,1197,99,1527,0.11293103448275862,0.02144396551724138,0.36551724137931035,0.1658405172413793,0.16454741379310345,0.4998922413793103
125011587,1947,173,31,545,358,399,41,519,0.08885464817668208,0.015921931176168466,0.27991782229070367,0.18387262455059064,0.2665639445300462,0.3846944016435542
125021476,14628,2482,504,5440,2220,1856,156,2505,0.1696745966639322,0.034454470877768664,0.3718895269346459,0.15176374077112387,0.17124692370795735,0.5760185944763467
125021477,10167,1116,242,3029,1685,2204,153,2712,0.10976689288875774,0.02380249827874496,0.29792465820792763,0.16573227107307958,0.26674535261138976,0.4314940493754303
125021478,9108,1232,241,3053,1414,1547,123,1949,0.13526570048309178,0.026460254721124288,0.33519982433025913,0.15524813350900307,0.2139877031181379,0.4969257795344752
125031479,6908,337,113,1454,1100,1690,141,2104,0.04878401852924146,0.01635784597568037,0.21048060220034742,0.1592356687898089,0.3045744064852345,0.27562246670526924
125031480,5338,225,51,1035,815,1254,128,1586,0.04215061820906706,0.009554140127388535,0.1938928437617085,0.15267890595728736,0.2971150243536905,0.24559760209816411
125031481,8684,938,152,2480,1475,1517,140,1912,0.1080147397512667,0.017503454629203132,0.2855826807922616,0.16985260248733303,0.22017503454629203,0.4111008751727315
125031482,11599,873,248,3053,1921,3143,222,3831,0.07526510906112596,0.02138115354771963,0.26321234589188724,0.1656177256660057,0.33028709371497544,0.3598586085007328
125031483,7348,482,88,1558,1240,1616,171,2074,0.06559608056614044,0.011976047904191617,0.2120304844855743,0.16875340228633642,0.2822536744692433,0.2896026129559064
125031484,8022,533,129,1788,1362,2048,175,2570,0.06644228371977064,0.016080777860882575,0.22288706058339566,0.16978309648466716,0.32036898529045127,0.3054101221640489
125031485,11831,1113,215,3213,2060,2555,214,3216,0.09407488800608571,0.018172597413574507,0.27157467669681346,0.1741188403347139,0.2718282478235145,0.3838221621164737
125031486,7,0,0,0,0,5,0,5,0.0,0.0,0.0,0.0,0.7142857142857143,0.0
125031487,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
125041489,12559,2028,362,4174,1709,1560,142,2004,0.16147782466756908,0.02882395095150888,0.33235130185524325,0.1360777131937256,0.15956684449398836,0.5226530774743212
125041490,4202,573,157,1435,721,730,57,960,0.13636363636363635,0.037363160399809615,0.34150404569252735,0.17158495954307473,0.2284626368396002,0.5152308424559734
125041491,12031,2496,338,4265,1348,1434,98,1836,0.20746405120106393,0.02809409026681074,0.3545008727454077,0.11204388662621562,0.15260576843155182,0.5900590142132823
125041492,17741,3994,430,6875,1965,1240,118,1573,0.22512823403415816,0.02423764162110366,0.38752043289555266,0.1107603855476016,0.08866467504650245,0.6368863085508145
125041493,10774,1371,296,3192,1610,2277,158,2861,0.12725078893632819,0.02747354742899573,0.29626879524781885,0.14943382216447001,0.2655466864674216,0.45099313161314275
125041494,5362,506,188,1667,963,1240,95,1571,0.09436777321894815,0.0350615441999254,0.31089145841104066,0.17959716523685193,0.29298769116001494,0.4403207758299142
125041588,6066,1150,145,1888,842,875,63,1090,0.18958127266732608,0.023903725684141116,0.31124299373557535,0.13880646224859874,0.17969007583250907,0.5247279920870426
125041589,8211,1743,218,2990,982,900,84,1142,0.21227621483375958,0.026549750334916574,0.3641456582633053,0.1195956643526976,0.1390817196443795,0.6029716234319815
126011495,15761,3482,631,6490,2020,1312,117,1827,0.2209250682063321,0.040035530740435255,0.4117759025442548,0.1281644565700146,0.11591904067000824,0.6727365014910222
126011496,11883,2289,550,4640,1634,1199,100,1643,0.19262812421105782,0.04628460826390642,0.390473786080956,0.13750736346040562,0.13826474795926955,0.6293865185559202
126021497,13850,2770,464,5434,1927,1438,127,1932,0.2,0.03350180505415162,0.3923465703971119,0.1391335740072202,0.13949458483754512,0.6258483754512635
126021498,8166,1091,291,2940,1277,1181,92,1554,0.13360274308106784,0.035635562086700955,0.3600293901542983,0.15638011266225815,0.19030124908155768,0.5292676953220671
126021499,5733,937,228,2105,740,540,48,768,0.1634397348683063,0.03976975405546834,0.3671725100296529,0.1290772719344148,0.13396127681841968,0.5703819989534276
126021500,13295,2826,364,5296,1599,1124,101,1527,0.2125611132004513,0.027378713802181272,0.3983452425723956,0.12027077848815344,0.11485520872508462,0.6382850695750282
126021501,6533,987,211,2373,956,1053,77,1356,0.1510791366906475,0.03229756620235726,0.3632328180009184,0.14633399663248126,0.2075616102862391,0.5466095208939231
126021503,11586,2157,365,4579,1558,1468,100,1865,0.1861729673744174,0.03150353875366822,0.39521836699464874,0.1344726393923701,0.16097013637148283,0.6128948731227344
126021590,2244,267,62,808,363,385,25,525,0.11898395721925134,0.027629233511586453,0.3600713012477718,0.16176470588235295,0.2339572192513369,0.5066844919786097
126021591,15054,2317,408,5160,2216,2272,188,2931,0.15391258137372127,0.027102431247508968,0.3427660422479075,0.14720340108941146,0.19469908330011956,0.5237810548691377
127011504,5323,117,42,551,753,1439,213,1887,0.021980086417433778,0.007890287431899306,0.10351305654705993,0.14146158181476612,0.35449934247604736,0.133383430396393
127011505,3512,83,38,500,428,1301,79,1522,0.023633257403189067,0.01082004555808656,0.14236902050113895,0.12186788154897495,0.43337129840546695,0.17682232346241458
127011506,8190,479,156,1603,1326,2670,180,3171,0.058485958485958486,0.01904761904761905,0.19572649572649573,0.1619047619047619,0.3871794871794872,0.27326007326007323
127011592,25,0,0,0,3,5,0,5,0.0,0.0,0.0,0.12,0.2,0.0
127011593,2870,155,56,790,528,768,61,954,0.05400696864111498,0.01951219512195122,0.27526132404181186,0.18397212543554006,0.33240418118466897,0.348780487804878
127011594,4272,146,62,987,803,1226,122,1561,0.03417602996254682,0.01451310861423221,0.23103932584269662,0.1879681647940075,0.36540262172284643,0.27972846441947563
127011595,4681,218,63,1097,923,1398,97,1717,0.04657124546037172,0.013458662678914763,0.23435163426618244,0.19718008972441786,0.36680196539201027,0.29438154240546893
127011596,4523,272,63,1133,881,1284,95,1555,0.06013707716117621,0.01392880831306655,0.2504974574397524,0.19478222418748617,0.3437983639177537,0.32456334291399513
127011597,6146,371,101,1628,1167,1680,128,2028,0.06036446469248292,0.016433452652131468,0.2648877318581191,0.18987959648551903,0.32997071265863975,0.3416856492027335
127021509,5119,184,67,1235,974,1395,173,1792,0.03594452041414339,0.013088493846454385,0.24125805821449503,0.19027153740965033,0.3500683727290486,0.2902910724750928
127021510,7242,312,108,1723,1327,2144,173,2665,0.04308202154101077,0.014913007456503728,0.23791770229218448,0.1832366749516708,0.367992267329467,0.29591273128969897
127021511,7054,266,71,1678,1202,1513,209,2011,0.03770910121916643,0.010065211227672243,0.23787921746526794,0.17039977317833854,0.28508647575843493,0.28565352991210663
127021512,5417,177,58,1084,897,1606,141,1991,0.032674912313088424,0.010707033413328411,0.20011076241462064,0.1655898098578549,0.36754661251615284,0.24349270814103746
127021513,6005,232,58,1537,1021,1482,171,1899,0.03863447127393838,0.009658617818484596,0.2559533721898418,0.17002497918401333,0.3162364696086595,0.3042464612822648
127021514,3495,145,31,912,685,967,99,1241,0.04148783977110158,0.008869814020028613,0.2609442060085837,0.19599427753934193,0.3550786838340486,0.31130185979971386
127021515,5650,301,72,1337,1058,1270,151,1646,0.05327433628318584,0.012743362831858408,0.2366371681415929,0.1872566371681416,0.2913274336283186,0.30265486725663715
127021516,5921,241,86,1225,1091,1618,163,2029,0.04070258402296909,0.014524573551764905,0.20689072791758148,0.18425941563925013,0.3426786015875697,0.26211788549231546
127021517,2839,108,40,705,567,788,69,981,0.03804156393096161,0.014089468122578372,0.2483268756604438,0.19971821063754844,0.34554420570623456,0.3004579077139838
127021518,1936,72,18,314,250,679,36,795,0.0371900826446281,0.009297520661157025,0.1621900826446281,0.12913223140495866,0.4106404958677686,0.20867768595041322
127021519,6559,252,88,1261,1130,2026,166,2472,0.0384204909284952,0.013416679371855466,0.19225491690806526,0.1722823601158713,0.37688672053666716,0.2440920872084159
127021520,3718,148,52,966,649,991,89,1251,0.03980634749865519,0.013986013986013986,0.25981710597095214,0.17455621301775148,0.3364712210866057,0.3136094674556213
127021521,11,0,0,0,0,6,0,6,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
127031522,6706,424,123,1605,1183,1694,125,2095,0.06322696093050999,0.018341783477482852,0.23933790635252014,0.17640918580375783,0.31240679988070386,0.32090665076051295
127031523,8328,598,162,2061,1441,2500,158,3000,0.0718059558117195,0.019452449567723344,0.24747838616714699,0.17303073967339097,0.36023054755043227,0.3387367915465898
127031524,9898,892,243,2683,1707,2721,184,3270,0.09011921600323297,0.02455041422509598,0.27106486158819965,0.17245908264295817,0.33036977167104464,0.3857344918165286
127031598,11607,773,141,2349,1871,2324,231,2911,0.06659774274144913,0.012147841819591625,0.20237787542000518,0.16119583010252433,0.25079693288532784,0.28112345998104593
127031599,3959,132,33,588,622,1093,117,1396,0.03334175296792119,0.008335438241980297,0.14852235412983075,0.15711038140944683,0.3526142965395302,0.19019954533973227
127031600,7261,563,132,1931,1381,1794,132,2201,0.07753752926594133,0.018179314144057292,0.26594133039526235,0.19019418812835698,0.3031262911444705,0.361658173805261
127031601,2691,189,37,552,371,502,56,638,0.07023411371237458,0.013749535488665924,0.20512820512820512,0.13786696395392048,0.23708658491267187,0.28911185432924563
128011529,9241,738,300,2468,1676,2564,157,3123,0.07986148685207228,0.03246401904555784,0.2670706633481225,0.1813656530678498,0.33795043826425714,0.37939616924575265
128011530,9337,695,228,2277,1610,2495,157,3118,0.07443504337581665,0.024418978258541287,0.24386848023990576,0.17243225875548893,0.33394023776373566,0.3427225018742637
128011531,8042,548,188,2043,1388,1988,122,2497,0.06814225317085303,0.02337726933598607,0.25404128326286995,0.1725938821188759,0.3104949017657299,0.34556080576970905
128011602,6090,373,180,1414,1131,1734,106,2126,0.06124794745484401,0.029556650246305417,0.23218390804597702,0.18571428571428572,0.34909688013136286,0.32298850574712645
128011603,6231,417,225,1686,1141,1632,90,2043,0.06692344727973037,0.036109773712084736,0.2705825710158883,0.18311667469106083,0.3278767453057294,0.3736157920077034
128011604,13889,1030,437,3386,2422,3711,205,4484,0.0741594067247462,0.03146374829001368,0.24379004967960255,0.1743826049391605,0.3228454172366621,0.34941320469436243
128011605,1715,165,52,534,324,406,30,502,0.09620991253644315,0.030320699708454812,0.31137026239067056,0.18892128279883383,0.2927113702623907,0.43790087463556854
128011606,4141,294,126,1178,807,1013,65,1237,0.0709973436368027,0.03042743298720116,0.28447234967399176,0.19488046365612172,0.2987201159140304,0.38589712629799566
128021533,3295,190,100,628,562,1179,46,1417,0.057663125948406675,0.030349013657056147,0.1905918057663126,0.17056145675265555,0.4300455235204856,0.2786039453717754
128021534,5464,445,162,1625,959,1451,85,1816,0.08144216691068815,0.02964860907759883,0.2974011713030747,0.17551244509516836,0.3323572474377745,0.4084919472913616
128021535,10670,757,338,2747,1983,3070,193,3802,0.07094657919400188,0.0316776007497657,0.25745079662605436,0.1858481724461106,0.3563261480787254,0.3600749765698219
128021536,11131,1051,437,3212,2054,2609,155,3275,0.09442098643428264,0.03925972509208517,0.2885634713862187,0.18452969185158566,0.2942233402210044,0.4222441829125865
128021537,22,0,0,7,4,3,0,3,0.0,0.0,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.3181818181818182
128021538,11529,982,346,3003,1934,3046,157,3661,0.0851765114060196,0.030011275912915258,0.2604735883424408,0.16775088906236446,0.3175470552519733,0.37566137566137564
128021607,8301,449,241,1756,1521,2982,127,3522,0.05408986869051922,0.029032646669076016,0.21154077821949163,0.1832309360318034,0.42428623057462955,0.2946632935790869
128021608,3679,266,135,918,662,1160,73,1418,0.07230225604783909,0.036694754009241645,0.24952432726284315,0.17994020114161458,0.3854308235933678,0.3585213373199239
128021609,1938,117,87,484,391,589,39,720,0.06037151702786378,0.04489164086687306,0.24974200206398348,0.20175438596491227,0.3715170278637771,0.35500515995872034
197979799,212,5,4,35,31,61,3,74,0.02358490566037736,0.018867924528301886,0.1650943396226415,0.14622641509433962,0.3490566037735849,0.20754716981132076
199999499,7741,365,120,1247,663,1416,126,1738,0.04715153080997287,0.01550187314300478,0.161090298411058,0.08564784911510141,0.2245187960211859,0.22374370236403565
201011001,5365,377,278,1364,843,1582,120,1842,0.07027027027027027,0.05181733457595526,0.2542404473438956,0.1571295433364399,0.34333643988816404,0.37632805219012117
201011002,6447,622,434,1958,991,1228,84,1466,0.09647898247246782,0.06731813246471227,0.30370715061268805,0.1537149061579029,0.22739258569877463,0.4675042655498682
201011003,11411,680,624,2715,1645,3348,225,3861,0.059591622119007974,0.054684076768030845,0.23792831478398038,0.1441591446849531,0.33835772500219086,0.35220401367101917
201011004,11225,496,396,2030,1594,3804,305,4408,0.04418708240534521,0.03527839643652561,0.18084632516703786,0.14200445434298442,0.3926948775055679,0.2603118040089087
201011005,3606,298,212,958,572,910,57,1045,0.08264004437049362,0.058790904048807546,0.26566833056017747,0.158624514697726,0.28979478646699947,0.4070992789794787
201011006,2959,75,91,497,447,1215,68,1370,0.025346400811084826,0.030753632984116257,0.1679621493747888,0.15106454883406556,0.46299425481581613,0.22406218316998985
201011007,1783,54,83,307,271,683,47,778,0.03028603477285474,0.04655075715086932,0.17218171620863712,0.1519910263600673,0.43634324172742567,0.24901850813236118
201011008,6061,162,199,915,765,2256,172,2624,0.02672826266292691,0.032832865863718856,0.15096518726282793,0.12621679590826596,0.4329318594291371,0.21052631578947367
201021009,2820,123,110,480,429,967,50,1111,0.043617021276595745,0.03900709219858156,0.1702127659574468,0.15212765957446808,0.39397163120567374,0.2528368794326241
201021010,3845,175,166,582,568,1223,83,1430,0.045513654096228866,0.04317295188556567,0.15136540962288686,0.14772431729518856,0.3719115734720416,0.2400520156046814
201021011,4992,375,259,1158,825,1149,68,1361,0.0751201923076923,0.051883012820512824,0.23197115384615385,0.16526442307692307,0.27263621794871795,0.358974358974359
201021012,2757,149,116,459,432,961,33,1065,0.05404425099746101,0.0420747188973522,0.16648531011969533,0.15669205658324264,0.3862894450489663,0.26260428001450853
201031013,1488,28,37,201,229,502,38,595,0.01881720430107527,0.02486559139784946,0.1350806451612903,0.1538978494623656,0.39986559139784944,0.17876344086021506
201031014,2162,43,57,248,283,606,39,712,0.019888991674375578,0.026364477335800184,0.1147086031452359,0.13089731729879742,0.32932469935245146,0.16096207215541167
201031015,2096,77,80,282,311,829,61,957,0.036736641221374045,0.03816793893129771,0.13454198473282442,0.14837786259541985,0.45658396946564883,0.20944656488549618
201031016,3255,52,64,352,383,1302,95,1511,0.01597542242703533,0.01966205837173579,0.10814132104454685,0.11766513056835637,0.4642089093701997,0.14377880184331798
201031017,2281,46,52,267,277,935,61,1085,0.020166593599298552,0.022797018851380975,0.1170539237176677,0.12143796580447172,0.4756685664182376,0.1600175361683472
202011018,7218,407,307,1491,862,2088,183,2479,0.056386810750900525,0.04253255749515101,0.20656691604322527,0.11942366306456081,0.3434469382100305,0.3054862842892768
202011019,5094,98,158,599,625,1994,166,2344,0.019238319591676482,0.031016882606988615,0.11758932076953278,0.12269336474283471,0.4601491951315273,0.16784452296819788
202011020,6662,397,353,1646,1051,1741,135,2095,0.05959171419993996,0.05298709096367457,0.24707295106574603,0.15776043230261183,0.31447012909036326,0.3596517562293606
202011021,4611,300,277,1189,698,1266,84,1442,0.06506180871828236,0.060073736716547387,0.2578616352201258,0.1513771416178703,0.3127304272392106,0.3829971806549555
202011022,8930,266,309,1427,1232,3244,225,3743,0.029787234042553193,0.034602463605823065,0.15979843225083987,0.1379619260918253,0.41914893617021276,0.22418812989921613
